Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,8972.69636535698,9197.66196836987,8958.42866697173,8831.26975996609,8745.16621137404,9231.37240924563,10030.8089130902,12156.0293905777,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,65685,65852,66506,69486,74325,77421,79585,81877,83495,83888,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856,81938
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1432606188.69324,1548265808.05802,1764279824.29752,2366941808.94404,2900245324.49221,3161084091.11674,3459337986.88383,3957625367.21959,4102319399.02343,3688976340.7549,3449925738.86069,3629133574.27783,3188652765.36184,3193512950.02419,3271685596.66321,2789881258.50362,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324647529.381,3380612573.32922,3785067331.7625,4039844390.22543
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,21810.2487431414,23511.2951475737,26528.130158144,34063.5784034776,39021.1278101878,40829.801876968,43467.2109930745,48336.2283329823,49132.515707808,43975.0183668093,42746.8309526019,46657.1561173756,41500.5435791686,42470.3161159692,44369.659691379,38654.9347203095,40129.8192007698,40672.9943348258,42819.7745797624,41257.8045846483,37361.0900666982,42425.6996756291,42414.0590092117,46812.4484486309,49303.6733899464
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Population, total",SP.POP.TOTL,16194869,16747208,17327699,17943712,18600423,19291161,20015279,20778561,21578655,22414773,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,9129594970.15301,8936079117.73136,15285592370.374,17812704586.4397,23552057679.4994,36970900883.8109,52381025141.4268,65266415494.2584,88538665084.8634,70307196181.6539,83799474069.7315,111789747670.59,128052915766.343,132339109040.232,135966802586.713,90496420506.5957,52761617225.9253,73690154990.7312,79450688259.3664,70897962732.0277,48501561203.5686,66505129987.7235,104399746853.401,84875162197.0107,80396942241.6233
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,563.733795571487,533.586202412447,882.147847234303,992.698979254665,1266.21086410236,1916.46842218625,2617.05196022633,3141.0459797605,4103.0669003635,3136.64546955947,3597.34293216332,4615.91059831778,5086.02740086376,5057.74787833163,5005.9997412707,3213.90261080059,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2309.53413042773,2122.08368991872
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,67.4100036621094,..,..,..,..,..,..,..,..,..,..,..,..,66.0299987792969,66.2399978637695,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,74912,76069,77032,77884,78719,79611,80604,81704,82912,84173,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846,92349,92840,93316,93772
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,901003703.703704,877774074.074074,898092592.592592,948100000,1026329629.62963,1143896296.2963,1303674074.07407,1487381481.48148,1557640740.74074,1386518518.51852,1298348148.14815,1287359259.25926,1364729629.62963,1325496296.2963,1378707407.40741,1437485185.18519,1489603703.7037,1534855555.55556,1661529629.62963,1726448148.14815,1411637037.03704,1602125925.92593,1866566666.66667,2005785185.18518,2224814814.81481
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,12027.4949768222,11539.1825063308,11658.6949915956,12173.2319860305,13037.8895772257,14368.5708796058,16173.8136329968,18204.5124043068,18786.6743142216,16472.2478528568,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23725.7903725506
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.9499969482422,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Population, total",SP.POP.TOTL,286548096,293580252,300691509,307815105,315060277,322628451,330526310,338947976,347684619,356386673,363568534,372054934,381030177,390954281,400231008,410190679,419808341,428315886,435998060,444281315,453723239,460646603,471352066,482105978,492579811
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,763411636190.425,744728537853.62,746649261275.272,830076468636.6,987316008401.59,1210080439500.3,1439471041382.97,1674641032780.09,2118071078804.52,1829849574764.63,2155345288815.19,2565019402570,2805384177334.91,2874275588328.11,2926204954050.54,2568631130655.53,2524102874214.64,2598475460609.57,2907329557076.05,2949355029586.25,2596422612311.05,3077906530882.01,3738584480489.16,3606002342262.32,3704768275595.84
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2664.16579571488,2536.711964719,2483.10723424941,2696.67230474801,3133.73687664723,3750.69351679806,4355.08762186879,4940.70226511719,6091.93206445673,5134.45006055159,5928.30535993301,6894.19536785393,7362.6299087983,7351.94811264419,7311.28996894348,6262.04168490023,6012.51244365971,6066.72679100575,6668.2167280195,6638.48541455372,5722.48099531674,6681.70895180141,7931.61789279006,7479.68809103279,7521.15330929761
Arab World,ARB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,65.1564178466797,66.2500228881836,67.2863006591797,69.9872817993164,70.8601379394531,71.431022644043,69.2106704711914,70.038688659668,70.9029388427734,71.9495315551758,72.5591812133789,74.2926483154297,75.1664123535156,76.2231979370117,76.3133087158203,77.1500396728516,75.9190979003906,76.5930099487305,76.9097137451172,77.149772644043,77.5577621459961,77.8672409057617,78.2719268798828,78.616569519043,78.9864273071289
Argentina,ARG,"Population, total",SP.POP.TOTL,37213984,37624825,38029349,38424282,38815916,39216789,39622115,40016763,40424148,40854831,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530158122010.442,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,632790070063.124,646075277525.125,633266692533.689
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,7637.01489203628,7141.47507662826,2569.69963519124,3320.47775133903,4242.02099089422,5067.65342293276,5869.38028970204,7185.25155147027,8944.1102657357,8150.23527028221,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13935.6811110049,14187.4827252965,13858.2039802008
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,97.1900024414062,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1399993896484,..,..,..,..
Armenia,ARM,"Population, total",SP.POP.TOTL,3221100,3211800,3199800,3182500,3164900,3146400,3127100,3107400,3087100,3066000,3044800,3027900,3024100,3022000,3013800,3004600,2992300,2979400,2969000,2962500,2961500,2962300,2969200,2964300,3033500
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424,10142111824.5835,10619320682.9474,11121464437.0415,11609513246.7958,10553337518.414,10546136235.5219,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378,19513506553.1251,24085749592.3359,25786585949.6346
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,593.450581742282,659.588988535629,742.651118319819,882.030167695474,1130.08791444158,1557.48458908655,2041.65267068997,2962.70234594569,3777.66859313767,2820.5926553347,3041.34450723339,3349.55309771906,3511.56399687426,3680.16692158886,3852.11800610384,3512.39350276709,3524.42476874707,3869.05373867752,4196.00562301769,4597.22887399548,4268.68093304583,4685.17997128509,6571.97445545099,8125.27395754003,8500.60522486719
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,99.4000015258789,..,..,..,..,..,..,..,..,..,99.7399978637695,..,..,..,..,99.7399978637695,99.7399978637695,..,..,99.7900009155273,..,99.8199996948242,99.8399963378906,..
Aruba,ABW,"Population, total",SP.POP.TOTL,90588,91439,92074,93128,95138,97635,99405,100150,100917,101604,101838,102591,104110,105675,106807,107906,108727,108735,108908,109203,108587,107700,107310,107359,107624
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1873452513.96648,1896456983.24022,1961843575.41899,2044111731.84358,2254830726.25698,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391,2637859217.87709,2615208379.88827,2727849720.67039,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419,3395798882.68156,2481857122.8401,2929446578.25104,3279343543.60416,3648573136.15155,..
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,20681.0230269625,20740.1325828172,21307.2482505267,21949.4859960868,23700.6319899197,24171.8371325422,24845.65848362,26736.3089444046,28171.9094008501,25134.7712303589,24093.1401510626,25712.3843015186,25119.6655449838,25813.5767274227,26129.8390617693,27458.2253310273,27441.5296617282,28440.051963759,30082.1276448186,31096.2050738676,22855.9323200761,27200.0610793969,30559.5335346581,33984.7906198041,..
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.2900009155273,..,..,..,..,..,..,..,..,..,96.8199996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,19028802,19274701,19495210,19720737,19932722,20176844,20450966,20827622,21249199,21691653,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26014399,26652777,27204809
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,416167815092.908,379629301675.108,395788696012.059,467739079790.332,614659980082.515,695692898676.56,748417562769.636,855007458585.224,1056112427190.38,928762122698.05,1148838233480.72,1398610616772.97,1547532281116.4,1577123329410.88,1468265356427.76,1351296372254.31,1206836962281.84,1325582658156.54,1427809041019.44,1392723834562.64,1328414058378.38,1556735770437.26,1690858246994.43,1728057316695.61,1752193307380.34
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,21870.4159669594,19695.7297379144,20301.8431713256,23718.1338501868,30836.7306824685,34479.7679298388,36595.7071548423,41051.6120652288,49701.2817843335,42816.5674002829,52144.6654705468,62605.600458306,68072.8732340801,68190.7010035651,62544.0873773726,56739.0265346593,49888.0410842736,53901.7145392154,57196.4220783778,54972.7017885437,51791.540179984,60607.7788605166,64997.0136536475,64835.9199754535,64407.484256932
Australia,AUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Population, total",SP.POP.TOTL,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8916864,8955797,9041851,9131761,9178482
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,196181599831.287,196477206829.33,212837224022.813,260779834340.097,299210411454.823,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634,428954737064.057,406750487603.59,426580502769.417,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775,442983642371.842,434397601557.696,480467037338.783,471773629830.381,511685203845.001,521642466921.745
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,24487.2974685956,24430.495982841,26334.862215032,32110.1159661425,36614.2506533707,38157.37022862,40382.2078298575,46622.9622913635,51581.3982361071,47857.4446635266,46611.1393420232,51116.8953522042,48250.4059142637,50305.3545774973,51314.9722616322,43915.228020857,45061.4993920192,47163.7425775142,51194.0749841299,49885.9947355204,48716.4098900349,53648.7190742245,52176.6649141178,56033.573792065,56833.1960472053
Austria,AUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121,10137750,10141756,10153958,10202850
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,5272615722.96892,5707616203.72011,6236087738.28284,7276413079.11451,8680405740.94125,13245421880.834,20981929497.6188,33049419431.2244,48851293785.4483,44292427184.9492,52909294791.9262,65952796427.9473,69679944504.1972,74160560123.6902,75239785452.1022,53076235354.746,37866996882.9157,40866627351.9817,47112470051.7701,48174235294.1176,42693000000,54825411764.7059,78807470588.2353,72428470588.2353,74315882352.9412
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,655.097249579917,703.670998584686,763.108895463487,883.692580745256,1045.0136328106,1578.36733030667,2472.95725732287,3851.33015175141,5574.46810432575,4950.39949009423,5843.5337683582,7189.81869211976,7495.86527658099,7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7133.02838048328,7283.83562954872
Azerbaijan,AZE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,99.5899963378906,..,99.7600021362305,99.7699966430664,99.7799987792969,99.7799987792969,99.7900009155273,99.7900009155273,99.7900009155273,99.7900009155273,99.7900009155273,..,99.8000030517578,..,..,..,99.7799987792969,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,323835,327836,331614,335618,339782,343894,348375,353334,358120,362810,367478,371729,375469,378953,382298,385346,388055,390485,392717,394675,395863,396373,397538,399440,401283
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720400000,10475300000,11139100000,11837600000,11880900000,12446900000,12819200000,13277000000,10363200000,12037000000,13896800000,15271300000,15832800000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,24940.0775086078,25371.9237667614,26781.6195938652,26429.1247787663,26650.2934234303,28602.4181869995,29184.7865087908,30051.8489587756,29392.3824416397,27512.9130950084,27473.100430502,27090.8376801379,28552.0242683151,27642.7419759179,29137.2175632622,30719.405417469,30616.5363157284,31875.4881749619,32642.3353203452,33640.3369861278,26178.7537607708,30367.8605757708,34957.1613279737,38231.774484278,39455.4466548546
"Bahamas, The",BHS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,637582,661316,710553,764517,823741,888822,960424,1039295,1103496,1178415,1228543,1195020,1208964,1253191,1314562,1370322,1423726,1501116,1503091,1483756,1472204,1504365,1524693,1577059,1588670
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,26805984042.5532,29914680851.0638,31963404255.3191,33823324468.0851,34772526595.7447,32523297872.3404,33884680851.0638,37204813829.7872,39567978723.4043,40446808510.6383,35837632978.7234,40840212765.9574,46458191489.3617,46192260638.2979,47736702127.6596
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,14214.4836839343,13573.2339887597,13501.4708801425,14486.0269029822,15963.9493171617,17966.1657837625,19267.282615072,20908.4042548073,23299.4992780392,19465.3140745038,21819.3291098099,25032.7867743333,26438.6733230428,26989.7601148469,26451.7965647453,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30470.5219276023,29290.1284215098,30048.2177718844
Bahrain,BHR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,86.5500030517578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.870002746582,97.8499984741211,97.8199996948242
Bangladesh,BGD,"Population, total",SP.POP.TOTL,134544304,136805810,138933658,140970351,142902856,144715786,146405973,147989278,149474264,150873714,152201981,153591076,155070101,156532141,157964929,159383179,160811932,162186147,163523103,164913055,166298024,167658854,169384897,171466990,173562364
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69476001239.419,71795736172.1561,79611644974.5571,91636997370.9772,102475158190.998,115275540051.262,128607482310.357,133310747603.483,149998957434.186,172886611653.786,195146608978.131,265224515675.034,293732446624.596,321362752441.78,351231654603.692,373979442362.193,416271647911.014,460131689083.083,437415333018.291,450119424622.389
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,396.670730249751,394.65641001891,393.886422327628,426.74880754362,455.614016909798,480.08585075452,490.388026533289,537.955492792911,613.06204104124,679.211477428056,757.385280361508,837.336944695647,859.680536375497,958.262989798283,1094.46199702838,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592780431,2551.01773827307,2593.41607390407
Bangladesh,BGD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,47.4900016784668,..,..,..,..,..,..,..,..,..,58.7700004577637,57.8600006103516,61.0200004577637,61.0900001525879,65.1399993896484,72.7600021362305,72.8899993896484,73.9100036621094,74.6800003051758,74.9100036621094,76.3600006103516,79,..,..
Barbados,BRB,"Population, total",SP.POP.TOTL,262063,262425,264148,265776,267298,268706,270002,271288,272714,274123,275243,276139,276938,277665,278348,278990,279598,280171,280711,281207,281698,282147,282318,282336,282467
